x y f
0.7727 1.6162 -1.7779
0.8182 1.6162 -1.6124
0.8636 1.6162 -1.4510
0.9091 1.6162 -1.2937
0.9545 1.6162 -1.1406
1.0000 1.6162 -0.9916
1.0455 1.6162 -0.8468
1.0909 1.6162 -0.7061
1.1364 1.6162 -0.5695
1.1818 1.6162 -0.4370
1.2273 1.6162 -0.3087
1.2727 1.6162 -0.1845
1.3182 1.6162 -0.0644
1.3636 1.6162 0.0515
1.4091 1.6162 0.1633
1.4545 1.6162 0.2710
1.5000 1.6162 0.3745
1.5455 1.6162 0.4739
1.5909 1.6162 0.5692
1.6364 1.6162 0.6603
1.6818 1.6162 0.7473
1.7273 1.6162 0.8302
1.7727 1.6162 0.9090
1.8182 1.6162 0.9836
1.8636 1.6162 1.0541
1.9091 1.6162 1.1204
1.9545 1.6162 1.1826
2.0000 1.6162 1.2407
2.0455 1.6162 1.2946
2.0909 1.6162 1.3445
2.1364 1.6162 1.3901
2.1818 1.6162 1.4317
2.2273 1.6162 1.4691
2.2727 1.6162 1.5024
2.3182 1.6162 1.5316
2.3636 1.6162 1.5566
2.4091 1.6162 1.5775
2.4545 1.6162 1.5942
2.5000 1.6162 1.6069
2.5455 1.6162 1.6153
2.5909 1.6162 1.6197
2.6364 1.6162 1.6199
2.6818 1.6162 1.6160
2.7273 1.6162 1.6080
2.7727 1.6162 1.5958
2.8182 1.6162 1.5795
2.8636 1.6162 1.5591
2.9091 1.6162 1.5345
2.9545 1.6162 1.5058
3.0000 1.6162 1.4730
3.0455 1.6162 1.4361
3.0909 1.6162 1.3950
3.1364 1.6162 1.3497
3.1818 1.6162 1.3004
3.2273 1.6162 1.2469
3.2727 1.6162 1.1893
3.3182 1.6162 1.1275
3.3636 1.6162 1.0616
3.4091 1.6162 0.9916
3.4545 1.6162 0.9175
3.5000 1.6162 0.8392
-1.0000 1.6515 -11.7580
-0.9545 1.6515 -11.4281
-0.9091 1.6515 -11.1024
-0.8636 1.6515 -10.7808
-0.8182 1.6515 -10.4633
-0.7727 1.6515 -10.1499
-0.7273 1.6515 -9.8407
-0.6818 1.6515 -9.5356
-0.6364 1.6515 -9.2346
-0.5909 1.6515 -8.9378
-0.5455 1.6515 -8.6451
-0.5000 1.6515 -8.3565
-0.4545 1.6515 -8.0721
-0.4091 1.6515 -7.7918
-0.3636 1.6515 -7.5156
-0.3182 1.6515 -7.2436
-0.2727 1.6515 -6.9757
-0.2273 1.6515 -6.7119
-0.1818 1.6515 -6.4522
-0.1364 1.6515 -6.1967
-0.0909 1.6515 -5.9454
-0.0455 1.6515 -5.6981
0.0000 1.6515 -5.4550
0.0455 1.6515 -5.2160
0.0909 1.6515 -4.9812
0.1364 1.6515 -4.7505
0.1818 1.6515 -4.5239
0.2273 1.6515 -4.3014
0.2727 1.6515 -4.0831
0.3182 1.6515 -3.8689
0.3636 1.6515 -3.6589
0.4091 1.6515 -3.4529
0.4545 1.6515 -3.2511
0.5000 1.6515 -3.0535
0.5455 1.6515 -2.8600
0.5909 1.6515 -2.6706
0.6364 1.6515 -2.4853
0.6818 1.6515 -2.3042
0.7273 1.6515 -2.1272
0.7727 1.6515 -1.9543
0.8182 1.6515 -1.7856
0.8636 1.6515 -1.6210
0.9091 1.6515 -1.4605
0.9545 1.6515 -1.3042
1.0000 1.6515 -1.1520
1.0455 1.6515 -1.0039
1.0909 1.6515 -0.8600
1.1364 1.6515 -0.7202
1.1818 1.6515 -0.5845
1.2273 1.6515 -0.4529
1.2727 1.6515 -0.3255
1.3182 1.6515 -0.2022
1.3636 1.6515 -0.0831
1.4091 1.6515 0.0319
1.4545 1.6515 0.1428
1.5000 1.6515 0.2495
1.5455 1.6515 0.3522
1.5909 1.6515 0.4506
1.6364 1.6515 0.5450
1.6818 1.6515 0.6352
1.7273 1.6515 0.7213
1.7727 1.6515 0.8033
1.8182 1.6515 0.8811
1.8636 1.6515 0.9548
1.9091 1.6515 1.0243
1.9545 1.6515 1.0898
2.0000 1.6515 1.1511
2.0455 1.6515 1.2082
2.0909 1.6515 1.2612
2.1364 1.6515 1.3101
2.1818 1.6515 1.3549
2.2273 1.6515 1.3955
2.2727 1.6515 1.4320
2.3182 1.6515 1.4644
2.3636 1.6515 1.4927
2.4091 1.6515 1.5168
2.4545 1.6515 1.5367
2.5000 1.6515 1.5526
2.5455 1.6515 1.5643
2.5909 1.6515 1.5719
2.6364 1.6515 1.5753
2.6818 1.6515 1.5746
2.7273 1.6515 1.5698
2.7727 1.6515 1.5608
2.8182 1.6515 1.5478
2.8636 1.6515 1.5305
2.9091 1.6515 1.5092
2.9545 1.6515 1.4837
3.0000 1.6515 1.4541
3.0455 1.6515 1.4203
3.0909 1.6515 1.3825
3.1364 1.6515 1.3404
3.1818 1.6515 1.2943
3.2273 1.6515 1.2440
3.2727 1.6515 1.1896
3.3182 1.6515 1.1311
3.3636 1.6515 1.0684
3.4091 1.6515 1.0016
3.4545 1.6515 0.9307
3.5000 1.6515 0.8556
-1.0000 1.6869 -12.0648
-0.9545 1.6869 -11.7317
-0.9091 1.6869 -11.4027
-0.8636 1.6869 -11.0779
-0.8182 1.6869 -10.7572
-0.7727 1.6869 -10.4406
-0.7273 1.6869 -10.1282
-0.6818 1.6869 -9.8198
-0.6364 1.6869 -9.5157
-0.5909 1.6869 -9.2156
-0.5455 1.6869 -8.9197
-0.5000 1.6869 -8.6279
-0.4545 1.6869 -8.3403
-0.4091 1.6869 -8.0568
-0.3636 1.6869 -7.7774
-0.3182 1.6869 -7.5021
-0.2727 1.6869 -7.2310
-0.2273 1.6869 -6.9640
-0.1818 1.6869 -6.7012
-0.1364 1.6869 -6.4424
-0.0909 1.6869 -6.1878
-0.0455 1.6869 -5.9374
0.0000 1.6869 -5.6911
0.0455 1.6869 -5.4489
0.0909 1.6869 -5.2108
0.1364 1.6869 -4.9769
0.1818 1.6869 -4.7471
0.2273 1.6869 -4.5214
0.2727 1.6869 -4.2999
0.3182 1.6869 -4.0825
0.3636 1.6869 -3.8692
0.4091 1.6869 -3.6601
0.4545 1.6869 -3.4551
0.5000 1.6869 -3.2542
0.5455 1.6869 -3.0574
0.5909 1.6869 -2.8648
0.6364 1.6869 -2.6764
0.6818 1.6869 -2.4920
0.7273 1.6869 -2.3118
0.7727 1.6869 -2.1357
0.8182 1.6869 -1.9638
0.8636 1.6869 -1.7960
0.9091 1.6869 -1.6323
0.9545 1.6869 -1.4727
1.0000 1.6869 -1.3173
1.0455 1.6869 -1.1660
1.0909 1.6869 -1.0189
1.1364 1.6869 -0.8759
1.1818 1.6869 -0.7370
1.2273 1.6869 -0.6022
1.2727 1.6869 -0.4716
1.3182 1.6869 -0.3451
1.3636 1.6869 -0.2227
1.4091 1.6869 -0.1045
1.4545 1.6869 0.0096
1.5000 1.6869 0.1196
1.5455 1.6869 0.2254
1.5909 1.6869 0.3271
1.6364 1.6869 0.4247
1.6818 1.6869 0.5181
1.7273 1.6869 0.6074
1.7727 1.6869 0.6926
1.8182 1.6869 0.7736
1.8636 1.6869 0.8505
1.9091 1.6869 0.9233
1.9545 1.6869 0.9919
2.0000 1.6869 1.0564
2.0455 1.6869 1.1168
2.0909 1.6869 1.1730
2.1364 1.6869 1.2252
2.1818 1.6869 1.2731
2.2273 1.6869 1.3170
2.2727 1.6869 1.3567
2.3182 1.6869 1.3923
2.3636 1.6869 1.4237
2.4091 1.6869 1.4511
2.4545 1.6869 1.4742
2.5000 1.6869 1.4933
2.5455 1.6869 1.5082
2.5909 1.6869 1.5190
2.6364 1.6869 1.5257
2.6818 1.6869 1.5282
2.7273 1.6869 1.5266
2.7727 1.6869 1.5208
2.8182 1.6869 1.5110
2.8636 1.6869 1.4970
2.9091 1.6869 1.4788
2.9545 1.6869 1.4566
3.0000 1.6869 1.4302
3.0455 1.6869 1.3996
3.0909 1.6869 1.3650
3.1364 1.6869 1.3262
3.1818 1.6869 1.2832
3.2273 1.6869 1.2362
3.2727 1.6869 1.1850
3.3182 1.6869 1.1297
3.3636 1.6869 1.0702
3.4091 1.6869 1.0066
3.4545 1.6869 0.9389
3.5000 1.6869 0.8670
-1.0000 1.7222 -12.3765
-0.9545 1.7222 -12.0402
-0.9091 1.7222 -11.7080
-0.8636 1.7222 -11.3800
-0.8182 1.7222 -11.0561
-0.7727 1.7222 -10.7363
-0.7273 1.7222 -10.4206
-0.6818 1.7222 -10.1091
-0.6364 1.7222 -9.8017
-0.5909 1.7222 -9.4984
-0.5455 1.7222 -9.1993
-0.5000 1.7222 -8.9043
-0.4545 1.7222 -8.6135
-0.4091 1.7222 -8.3267
-0.3636 1.7222 -8.0441
-0.3182 1.7222 -7.7657
-0.2727 1.7222 -7.4913
-0.2273 1.7222 -7.2211
-0.1818 1.7222 -6.9551
-0.1364 1.7222 -6.6931
-0.0909 1.7222 -6.4353
-0.0455 1.7222 -6.1816
0.0000 1.7222 -5.9321
0.0455 1.7222 -5.6867
0.0909 1.7222 -5.4454
0.1364 1.7222 -5.2083
0.1818 1.7222 -4.9753
0.2273 1.7222 -4.7464
0.2727 1.7222 -4.5216
0.3182 1.7222 -4.3010
0.3636 1.7222 -4.0845
0.4091 1.7222 -3.8722
0.4545 1.7222 -3.6640
0.5000 1.7222 -3.4599
0.5455 1.7222 -3.2599
0.5909 1.7222 -3.0641
0.6364 1.7222 -2.8724
0.6818 1.7222 -2.6849
0.7273 1.7222 -2.5014
0.7727 1.7222 -2.3221
0.8182 1.7222 -2.1470
0.8636 1.7222 -1.9759
0.9091 1.7222 -1.8091
0.9545 1.7222 -1.6463
1.0000 1.7222 -1.4877
1.0455 1.7222 -1.3332
1.0909 1.7222 -1.1828
1.1364 1.7222 -1.0366
1.1818 1.7222 -0.8944
1.2273 1.7222 -0.7565
1.2727 1.7222 -0.6226
1.3182 1.7222 -0.4929
1.3636 1.7222 -0.3674
1.4091 1.7222 -0.2459
1.4545 1.7222 -0.1286
1.5000 1.7222 -0.0154
1.5455 1.7222 0.0936
1.5909 1.7222 0.1985
1.6364 1.7222 0.2993
1.6818 1.7222 0.3960
1.7273 1.7222 0.4885
1.7727 1.7222 0.5769
1.8182 1.7222 0.6611
1.8636 1.7222 0.7412
1.9091 1.7222 0.8172
1.9545 1.7222 0.8891
2.0000 1.7222 0.9568
2.0455 1.7222 1.0204
2.0909 1.7222 1.0798
2.1364 1.7222 1.1352
2.1818 1.7222 1.1864
2.2273 1.7222 1.2334
2.2727 1.7222 1.2763
2.3182 1.7222 1.3151
2.3636 1.7222 1.3498
2.4091 1.7222 1.3803
2.4545 1.7222 1.4067
2.5000 1.7222 1.4290
2.5455 1.7222 1.4471
2.5909 1.7222 1.4612
2.6364 1.7222 1.4710
2.6818 1.7222 1.4768
2.7273 1.7222 1.4784
2.7727 1.7222 1.4758
2.8182 1.7222 1.4692
2.8636 1.7222 1.4584
2.9091 1.7222 1.4435
2.9545 1.7222 1.4244
3.0000 1.7222 1.4012
3.0455 1.7222 1.3739
3.0909 1.7222 1.3425
3.1364 1.7222 1.3069
3.1818 1.7222 1.2672
3.2273 1.7222 1.2233
3.2727 1.7222 1.1753
3.3182 1.7222 1.1232
3.3636 1.7222 1.0670
3.4091 1.7222 1.0066
3.4545 1.7222 0.9421
3.5000 1.7222 0.8735
-1.0000 1.7576 -12.6933
-0.9545 1.7576 -12.3538
-0.9091 1.7576 -12.0184
-0.8636 1.7576 -11.6871
-0.8182 1.7576 -11.3600
-0.7727 1.7576 -11.0370
-0.7273 1.7576 -10.7181
-0.6818 1.7576 -10.4034
-0.6364 1.7576 -10.0927
-0.5909 1.7576 -9.7863
-0.5455 1.7576 -9.4839
-0.5000 1.7576 -9.1857
-0.4545 1.7576 -8.8916
-0.4091 1.7576 -8.6017
-0.3636 1.7576 -8.3159
-0.3182 1.7576 -8.0342
-0.2727 1.7576 -7.7567
-0.2273 1.7576 -7.4832
-0.1818 1.7576 -7.2140
-0.1364 1.7576 -6.9488
-0.0909 1.7576 -6.6878
-0.0455 1.7576 -6.4309
0.0000 1.7576 -6.1781
0.0455 1.7576 -5.9295
0.0909 1.7576 -5.6850
0.1364 1.7576 -5.4447
0.1818 1.7576 -5.2084
0.2273 1.7576 -4.9764
0.2727 1.7576 -4.7484
0.3182 1.7576 -4.5246
0.3636 1.7576 -4.3049
0.4091 1.7576 -4.0893
0.4545 1.7576 -3.8779
0.5000 1.7576 -3.6706
0.5455 1.7576 -3.4674
0.5909 1.7576 -3.2684
0.6364 1.7576 -3.0735
0.6818 1.7576 -2.8827
0.7273 1.7576 -2.6961
0.7727 1.7576 -2.5135
0.8182 1.7576 -2.3352
0.8636 1.7576 -2.1609
0.9091 1.7576 -1.9908
0.9545 1.7576 -1.8248
1.0000 1.7576 -1.6630
1.0455 1.7576 -1.5053
1.0909 1.7576 -1.3517
1.1364 1.7576 -1.2022
1.1818 1.7576 -1.0569
1.2273 1.7576 -0.9157
1.2727 1.7576 -0.7787
1.3182 1.7576 -0.6458
1.3636 1.7576 -0.5170
1.4091 1.7576 -0.3923
1.4545 1.7576 -0.2718
1.5000 1.7576 -0.1554
1.5455 1.7576 -0.0432
1.5909 1.7576 0.0650
1.6364 1.7576 0.1690
1.6818 1.7576 0.2688
1.7273 1.7576 0.3646
1.7727 1.7576 0.4562
1.8182 1.7576 0.5436
1.8636 1.7576 0.6270
1.9091 1.7576 0.7062
1.9545 1.7576 0.7812
2.0000 1.7576 0.8522
2.0455 1.7576 0.9190
2.0909 1.7576 0.9816
2.1364 1.7576 1.0402
2.1818 1.7576 1.0946
2.2273 1.7576 1.1449
2.2727 1.7576 1.1910
2.3182 1.7576 1.2330
2.3636 1.7576 1.2709
2.4091 1.7576 1.3046
2.4545 1.7576 1.3343
2.5000 1.7576 1.3597
2.5455 1.7576 1.3811
2.5909 1.7576 1.3983
2.6364 1.7576 1.4114
2.6818 1.7576 1.4203
2.7273 1.7576 1.4252
2.7727 1.7576 1.4258
2.8182 1.7576 1.4224
2.8636 1.7576 1.4148
2.9091 1.7576 1.4031
2.9545 1.7576 1.3873
3.0000 1.7576 1.3673
3.0455 1.7576 1.3432
3.0909 1.7576 1.3150
3.1364 1.7576 1.2826
3.1818 1.7576 1.2461
3.2273 1.7576 1.2055
3.2727 1.7576 1.1607
3.3182 1.7576 1.1118
3.3636 1.7576 1.0588
3.4091 1.7576 1.0016
3.4545 1.7576 0.9403
3.5000 1.7576 0.8749
-1.0000 1.7929 -13.0150
-0.9545 1.7929 -12.6723
-0.9091 1.7929 -12.3337
-0.8636 1.7929 -11.9992
-0.8182 1.7929 -11.6689
-0.7727 1.7929 -11.3426
-0.7273 1.7929 -11.0206
-0.6818 1.7929 -10.7026
-0.6364 1.7929 -10.3888
-0.5909 1.7929 -10.0791
-0.5455 1.7929 -9.7735
-0.5000 1.7929 -9.4721
-0.4545 1.7929 -9.1748
-0.4091 1.7929 -8.8817
-0.3636 1.7929 -8.5926
-0.3182 1.7929 -8.3077
-0.2727 1.7929 -8.0270
-0.2273 1.7929 -7.7504
-0.1818 1.7929 -7.4779
-0.1364 1.7929 -7.2095
-0.0909 1.7929 -6.9453
-0.0455 1.7929 -6.6852
0.0000 1.7929 -6.4292
0.0455 1.7929 -6.1774
0.0909 1.7929 -5.9297
0.1364 1.7929 -5.6861
0.1818 1.7929 -5.4466
0.2273 1.7929 -5.2113
0.2727 1.7929 -4.9802
0.3182 1.7929 -4.7531
0.3636 1.7929 -4.5302
0.4091 1.7929 -4.3114
0.4545 1.7929 -4.0968
0.5000 1.7929 -3.8863
0.5455 1.7929 -3.6799
0.5909 1.7929 -3.4776
0.6364 1.7929 -3.2795
0.6818 1.7929 -3.0855
0.7273 1.7929 -2.8957
0.7727 1.7929 -2.7100
0.8182 1.7929 -2.5284
0.8636 1.7929 -2.3509
0.9091 1.7929 -2.1776
0.9545 1.7929 -2.0084
1.0000 1.7929 -1.8433
1.0455 1.7929 -1.6824
1.0909 1.7929 -1.5256
1.1364 1.7929 -1.3729
1.1818 1.7929 -1.2244
1.2273 1.7929 -1.0800
1.2727 1.7929 -0.9398
1.3182 1.7929 -0.8036
1.3636 1.7929 -0.6716
1.4091 1.7929 -0.5437
1.4545 1.7929 -0.4200
1.5000 1.7929 -0.3004
1.5455 1.7929 -0.1849
1.5909 1.7929 -0.0736
1.6364 1.7929 0.0336
1.6818 1.7929 0.1367
1.7273 1.7929 0.2356
1.7727 1.7929 0.3305
1.8182 1.7929 0.4211
1.8636 1.7929 0.5077
1.9091 1.7929 0.5901
1.9545 1.7929 0.6684
2.0000 1.7929 0.7425
2.0455 1.7929 0.8125
2.0909 1.7929 0.8784
2.1364 1.7929 0.9402
2.1818 1.7929 0.9978
2.2273 1.7929 1.0513
2.2727 1.7929 1.1007
2.3182 1.7929 1.1459
2.3636 1.7929 1.1870
2.4091 1.7929 1.2239
2.4545 1.7929 1.2568
2.5000 1.7929 1.2855
2.5455 1.7929 1.3100
2.5909 1.7929 1.3305
2.6364 1.7929 1.3468
2.6818 1.7929 1.3589
2.7273 1.7929 1.3670
2.7727 1.7929 1.3709
2.8182 1.7929 1.3706
2.8636 1.7929 1.3663
2.9091 1.7929 1.3578
2.9545 1.7929 1.3451
3.0000 1.7929 1.3284
3.0455 1.7929 1.3075
3.0909 1.7929 1.2825
3.1364 1.7929 1.2533
3.1818 1.7929 1.2200
3.2273 1.7929 1.1826
3.2727 1.7929 1.1411
3.3182 1.7929 1.0954
3.3636 1.7929 1.0456
3.4091 1.7929 0.9916
3.4545 1.7929 0.9335
3.5000 1.7929 0.8713
-1.0000 1.8283 -13.3418
-0.9545 1.8283 -12.9958
-0.9091 1.8283 -12.6540
-0.8636 1.8283 -12.3163
-0.8182 1.8283 -11.9828
-0.7727 1.8283 -11.6533
-0.7273 1.8283 -11.3280
-0.6818 1.8283 -11.0069
-0.6364 1.8283 -10.6898
-0.5909 1.8283 -10.3769
-0.5455 1.8283 -10.0682
-0.5000 1.8283 -9.7635
-0.4545 1.8283 -9.4630
-0.4091 1.8283 -9.1666
-0.3636 1.8283 -8.8744
-0.3182 1.8283 -8.5863
-0.2727 1.8283 -8.3023
-0.2273 1.8283 -8.0225
-0.1818 1.8283 -7.7468
-0.1364 1.8283 -7.4752
-0.0909 1.8283 -7.2077
-0.0455 1.8283 -6.9444
0.0000 1.8283 -6.6852
0.0455 1.8283 -6.4302
0.0909 1.8283 -6.1793
0.1364 1.8283 -5.9325
0.1818 1.8283 -5.6898
0.2273 1.8283 -5.4513
0.2727 1.8283 -5.2169
0.3182 1.8283 -4.9867
0.3636 1.8283 -4.7605
0.4091 1.8283 -4.5385
0.4545 1.8283 -4.3207
0.5000 1.8283 -4.1070
0.5455 1.8283 -3.8974
0.5909 1.8283 -3.6919
0.6364 1.8283 -3.4906
0.6818 1.8283 -3.2934
0.7273 1.8283 -3.1003
0.7727 1.8283 -2.9114
0.8182 1.8283 -2.7266
0.8636 1.8283 -2.5459
0.9091 1.8283 -2.3694
0.9545 1.8283 -2.1969
1.0000 1.8283 -2.0287
1.0455 1.8283 -1.8645
1.0909 1.8283 -1.7045
1.1364 1.8283 -1.5486
1.1818 1.8283 -1.3969
1.2273 1.8283 -1.2493
1.2727 1.8283 -1.1058
1.3182 1.8283 -0.9665
1.3636 1.8283 -0.8312
1.4091 1.8283 -0.7002
1.4545 1.8283 -0.5732
1.5000 1.8283 -0.4504
1.5455 1.8283 -0.3317
1.5909 1.8283 -0.2171
1.6364 1.8283 -0.1067
1.6818 1.8283 -0.0004
1.7273 1.8283 0.1017
1.7727 1.8283 0.1998
1.8182 1.8283 0.2936
1.8636 1.8283 0.3834
1.9091 1.8283 0.4690
1.9545 1.8283 0.5505
2.0000 1.8283 0.6279
2.0455 1.8283 0.7011
2.0909 1.8283 0.7702
2.1364 1.8283 0.8352
2.1818 1.8283 0.8960
2.2273 1.8283 0.9527
2.2727 1.8283 1.0053
2.3182 1.8283 1.0537
2.3636 1.8283 1.0981
2.4091 1.8283 1.1382
2.4545 1.8283 1.1743
2.5000 1.8283 1.2062
2.5455 1.8283 1.2340
2.5909 1.8283 1.2576
2.6364 1.8283 1.2771
2.6818 1.8283 1.2925
2.7273 1.8283 1.3037
2.7727 1.8283 1.3109
2.8182 1.8283 1.3138
2.8636 1.8283 1.3127
2.9091 1.8283 1.3074
2.9545 1.8283 1.2980
3.0000 1.8283 1.2845
3.0455 1.8283 1.2668
3.0909 1.8283 1.2450
3.1364 1.8283 1.2190
3.1818 1.8283 1.1890
3.2273 1.8283 1.1548
3.2727 1.8283 1.1164
3.3182 1.8283 1.0739
3.3636 1.8283 1.0273
3.4091 1.8283 0.9766
3.4545 1.8283 0.9217
3.5000 1.8283 0.8627
-1.0000 1.8636 -13.6736
-0.9545 1.8636 -13.3244
-0.9091 1.8636 -12.9793
-0.8636 1.8636 -12.6384
-0.8182 1.8636 -12.3017
-0.7727 1.8636 -11.9690
-0.7273 1.8636 -11.6405
-0.6818 1.8636 -11.3161
-0.6364 1.8636 -10.9959
-0.5909 1.8636 -10.6798
-0.5455 1.8636 -10.3678
-0.5000 1.8636 -10.0599
-0.4545 1.8636 -9.7562
-0.4091 1.8636 -9.4566
-0.3636 1.8636 -9.1612
-0.3182 1.8636 -8.8698
-0.2727 1.8636 -8.5826
-0.2273 1.8636 -8.2996
-0.1818 1.8636 -8.0207
-0.1364 1.8636 -7.7459
-0.0909 1.8636 -7.4752
-0.0455 1.8636 -7.2087
0.0000 1.8636 -6.9463
0.0455 1.8636 -6.6880
0.0909 1.8636 -6.4339
0.1364 1.8636 -6.1839
0.1818 1.8636 -5.9380
0.2273 1.8636 -5.6963
0.2727 1.8636 -5.4587
0.3182 1.8636 -5.2252
0.3636 1.8636 -4.9959
0.4091 1.8636 -4.7707
0.4545 1.8636 -4.5496
0.5000 1.8636 -4.3326
0.5455 1.8636 -4.1198
0.5909 1.8636 -3.9112
0.6364 1.8636 -3.7066
0.6818 1.8636 -3.5062
0.7273 1.8636 -3.3099
0.7727 1.8636 -3.1178
0.8182 1.8636 -2.9298
0.8636 1.8636 -2.7459
0.9091 1.8636 -2.5661
0.9545 1.8636 -2.3905
1.0000 1.8636 -2.2190
1.0455 1.8636 -2.0517
1.0909 1.8636 -1.8884
1.1364 1.8636 -1.7293
1.1818 1.8636 -1.5744
1.2273 1.8636 -1.4236
1.2727 1.8636 -1.2769
1.3182 1.8636 -1.1343
1.3636 1.8636 -0.9959
1.4091 1.8636 -0.8616
1.4545 1.8636 -0.7314
1.5000 1.8636 -0.6054
1.5455 1.8636 -0.4835
1.5909 1.8636 -0.3657
1.6364 1.8636 -0.2521
1.6818 1.8636 -0.1426
1.7273 1.8636 -0.0372
1.7727 1.8636 0.0640
1.8182 1.8636 0.1612
1.8636 1.8636 0.2541
1.9091 1.8636 0.3430
1.9545 1.8636 0.4277
2.0000 1.8636 0.5083
2.0455 1.8636 0.5847
2.0909 1.8636 0.6570
2.1364 1.8636 0.7252
2.1818 1.8636 0.7893
2.2273 1.8636 0.8492
2.2727 1.8636 0.9050
2.3182 1.8636 0.9566
2.3636 1.8636 1.0041
2.4091 1.8636 1.0475
2.4545 1.8636 1.0868
2.5000 1.8636 1.1219
2.5455 1.8636 1.1529
2.5909 1.8636 1.1798
2.6364 1.8636 1.2025
2.6818 1.8636 1.2211
2.7273 1.8636 1.2355
2.7727 1.8636 1.2459
2.8182 1.8636 1.2521
2.8636 1.8636 1.2541
2.9091 1.8636 1.2521
2.9545 1.8636 1.2459
3.0000 1.8636 1.2355
3.0455 1.8636 1.2211
3.0909 1.8636 1.2025
3.1364 1.8636 1.1798
3.1818 1.8636 1.1529
3.2273 1.8636 1.1219
3.2727 1.8636 1.0868
3.3182 1.8636 1.0475
3.3636 1.8636 1.0041
3.4091 1.8636 0.9566
3.4545 1.8636 0.9050
3.5000 1.8636 0.8492
-1.0000 1.8990 -14.0103
-0.9545 1.8990 -13.6579
-0.9091 1.8990 -13.3097
-0.8636 1.8990 -12.9655
-0.8182 1.8990 -12.6255
-0.7727 1.8990 -12.2897
-0.7273 1.8990 -11.9580
-0.6818 1.8990 -11.6304
-0.6364 1.8990 -11.3069
-0.5909 1.8990 -10.9876
-0.5455 1.8990 -10.6724
-0.5000 1.8990 -10.3613
-0.4545 1.8990 -10.0544
-0.4091 1.8990 -9.7516
-0.3636 1.8990 -9.4529
-0.3182 1.8990 -9.1584
-0.2727 1.8990 -8.8680
-0.2273 1.8990 -8.5817
-0.1818 1.8990 -8.2996
-0.1364 1.8990 -8.0216
-0.0909 1.8990 -7.7477
-0.0455 1.8990 -7.4779
0.0000 1.8990 -7.2123
0.0455 1.8990 -6.9508
0.0909 1.8990 -6.6935
0.1364 1.8990 -6.4403
0.1818 1.8990 -6.1912
0.2273 1.8990 -5.9463
0.2727 1.8990 -5.7054
0.3182 1.8990 -5.4688
0.3636 1.8990 -5.2362
0.4091 1.8990 -5.0078
0.4545 1.8990 -4.7835
0.5000 1.8990 -4.5633
0.5455 1.8990 -4.3473
0.5909 1.8990 -4.1354
0.6364 1.8990 -3.9277
0.6818 1.8990 -3.7240
0.7273 1.8990 -3.5245
0.7727 1.8990 -3.3292
0.8182 1.8990 -3.1379
0.8636 1.8990 -2.9508
0.9091 1.8990 -2.7679
0.9545 1.8990 -2.5890
1.0000 1.8990 -2.4143
1.0455 1.8990 -2.2438
1.0909 1.8990 -2.0773
1.1364 1.8990 -1.9150
1.1818 1.8990 -1.7569
1.2273 1.8990 -1.6028
1.2727 1.8990 -1.4529
1.3182 1.8990 -1.3071
1.3636 1.8990 -1.1655
1.4091 1.8990 -1.0280
1.4545 1.8990 -0.8946
1.5000 1.8990 -0.7654
1.5455 1.8990 -0.6402
1.5909 1.8990 -0.5193
1.6364 1.8990 -0.4024
1.6818 1.8990 -0.2897
1.7273 1.8990 -0.1811
1.7727 1.8990 -0.0767
1.8182 1.8990 0.0237
1.8636 1.8990 0.1199
1.9091 1.8990 0.2119
1.9545 1.8990 0.2998
2.0000 1.8990 0.3836
2.0455 1.8990 0.4633
2.0909 1.8990 0.5388
2.1364 1.8990 0.6102
2.1818 1.8990 0.6775
2.2273 1.8990 0.7406
2.2727 1.8990 0.7996
2.3182 1.8990 0.8545
2.3636 1.8990 0.9052
2.4091 1.8990 0.9518
2.4545 1.8990 0.9943
2.5000 1.8990 1.0326
2.5455 1.8990 1.0668
2.5909 1.8990 1.0969
2.6364 1.8990 1.1228
2.6818 1.8990 1.1447
2.7273 1.8990 1.1623
2.7727 1.8990 1.1759
2.8182 1.8990 1.1853
2.8636 1.8990 1.1906
2.9091 1.8990 1.1917
2.9545 1.8990 1.1887
3.0000 1.8990 1.1816
3.0455 1.8990 1.1704
3.0909 1.8990 1.1550
3.1364 1.8990 1.1355
3.1818 1.8990 1.1118
3.2273 1.8990 1.0840
3.2727 1.8990 1.0521
3.3182 1.8990 1.0161
3.3636 1.8990 0.9759
3.4091 1.8990 0.9316
3.4545 1.8990 0.8832
3.5000 1.8990 0.8306
-1.0000 1.9343 -14.3521
-0.9545 1.9343 -13.9965
-0.9091 1.9343 -13.6450
-0.8636 1.9343 -13.2976
-0.8182 1.9343 -12.9544
-0.7727 1.9343 -12.6154
-0.7273 1.9343 -12.2804
-0.6818 1.9343 -11.9496
-0.6364 1.9343 -11.6229
-0.5909 1.9343 -11.3004
-0.5455 1.9343 -10.9820
-0.5000 1.9343 -10.6677
-0.4545 1.9343 -10.3576
-0.4091 1.9343 -10.0516
-0.3636 1.9343 -9.7497
-0.3182 1.9343 -9.4519
-0.2727 1.9343 -9.1583
-0.2273 1.9343 -8.8688
-0.1818 1.9343 -8.5835
-0.1364 1.9343 -8.3022
-0.0909 1.9343 -8.0252
-0.0455 1.9343 -7.7522
0.0000 1.9343 -7.4834
0.0455 1.9343 -7.2187
0.0909 1.9343 -6.9581
